route_from,route_to,ride_type,ride_max_persons,hour,day_of_week,ride_waiting_time,ride_time_minutes,ride_price,distance_meters,lat_route_from,lon_route_from,lat_route_to,lon_route_to
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,19,1,8.0,16.516666666666666,125.24,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,19,1,6.0,14.516666666666667,309.84,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,20,1,6.0,13.833333333333334,143.63,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,20,1,3.0,13.833333333333334,38.61,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,20,1,7.0,13.833333333333334,207.68,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,20,1,2.0,13.833333333333334,91.33,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,20,1,6.0,14.833333333333334,140.52,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,20,1,9.0,13.833333333333334,234.78,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,21,1,5.0,12.416666666666668,143.125,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,21,1,3.5,11.916666666666668,38.5,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,21,1,4.5,11.916666666666668,206.93,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,21,1,2.0,11.416666666666668,89.64,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,21,1,7.0,12.916666666666668,140.015,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,21,1,5.0,12.916666666666668,234.78,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,22,1,6.0,11.083333333333334,142.08,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,22,1,4.0,11.083333333333334,41.27,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,22,1,5.0,11.083333333333334,205.49,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,22,1,1.0,11.083333333333334,123.34,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,22,1,4.0,13.083333333333334,139.02,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,22,1,6.0,11.083333333333334,234.78,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,23,1,5.0,10.833333333333334,142.14,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,23,1,3.0,10.833333333333334,51.29,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,23,1,5.0,9.833333333333334,205.56,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,23,1,2.0,9.833333333333334,123.57,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,23,1,6.0,10.833333333333334,139.08,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,23,1,4.0,9.833333333333334,234.78,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,8,2,6.0,11.366666666666667,159.28,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,8,2,4.0,12.366666666666667,38.51,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,8,2,7.0,12.366666666666667,216.49,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,8,2,2.0,11.366666666666667,92.13,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,8,2,8.0,12.366666666666667,148.34,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,8,2,4.0,11.366666666666667,305.85,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,9,2,5.0,12.833333333333334,159.24,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,9,2,6.0,11.833333333333334,51.39,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,9,2,7.0,11.833333333333334,216.33,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,9,2,1.0,11.833333333333334,95.44,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,9,2,6.0,13.833333333333334,148.19,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,9,2,4.0,11.833333333333334,307.69,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,10,2,4.0,13.666666666666666,183.89,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,10,2,2.0,12.683333333333334,38.78,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,10,2,6.0,13.666666666666666,251.48,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,10,2,1.0,11.683333333333334,96.57,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,10,2,5.0,14.683333333333334,173.91,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,10,2,7.0,12.666666666666666,308.32,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,11,2,3.0,14.016666666666667,183.39,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,11,2,3.0,12.016666666666667,38.69,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,11,2,3.0,13.016666666666667,250.78,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,11,2,1.0,12.016666666666667,68.25,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,11,2,2.0,14.016666666666667,173.43,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,11,2,3.0,13.016666666666667,307.49,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,12,2,2.0,14.633333333333333,148.47,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,12,2,2.0,14.65,38.8,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,12,2,4.0,13.65,205.51,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,12,2,1.0,12.65,68.94,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,12,2,3.0,14.65,142.15,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,12,2,6.0,13.633333333333333,247.53,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,13,2,2.0,14.65,147.67,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,13,2,3.0,14.65,38.63,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,13,2,2.0,13.65,204.42,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,13,2,1.0,12.65,67.82,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,13,2,1.0,14.65,141.38,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,13,2,7.0,14.65,246.21,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,14,2,4.0,12.766666666666667,147.87,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,14,2,3.0,12.766666666666667,41.84,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,14,2,5.0,12.766666666666667,204.68,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,14,2,2.0,11.766666666666667,92.21,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,14,2,5.0,13.766666666666667,141.57,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,14,2,6.0,12.766666666666667,246.54,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,15,2,6.0,13.316666666666666,148.25,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,15,2,3.0,12.316666666666666,38.75,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,15,2,5.0,14.316666666666666,205.2,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,15,2,1.0,12.333333333333334,93.43,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,15,2,9.0,13.333333333333334,141.94,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,15,2,4.0,12.316666666666666,247.15,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,16,2,3.0,12.35,148.66,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,16,2,4.0,12.35,38.78,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,16,2,4.0,12.35,221.36,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,16,2,1.0,12.35,93.84,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,16,2,2.0,13.35,145.88,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,16,2,6.0,11.35,308.53,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,18,2,7.0,14.383333333333333,149.68,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,18,2,4.0,14.383333333333333,45.23,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,18,2,6.0,14.383333333333333,222.8,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,18,2,1.0,13.383333333333333,95.12,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,18,2,8.0,14.383333333333333,146.83,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,18,2,4.0,14.383333333333333,310.58,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,19,2,7.0,15.083333333333334,175.92,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,19,2,5.0,15.083333333333334,38.8,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,19,2,8.0,15.083333333333334,261.58,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,19,2,1.0,14.083333333333334,94.13,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,19,2,9.0,15.083333333333334,174.33,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,19,2,5.0,15.083333333333334,309.01,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,20,2,6.5,13.191666666666666,143.95,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,20,2,2.5,13.691666666666666,38.675,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,20,2,7.0,13.191666666666666,208.13,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,20,2,1.5,12.191666666666666,92.35,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,20,2,6.5,14.191666666666666,140.82,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,20,2,6.5,13.191666666666666,234.78,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,21,2,5.5,12.675,143.015,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,21,2,2.5,12.175,38.48,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,21,2,7.0,12.675,206.79,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,21,2,1.5,12.175,89.315,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,21,2,5.5,13.675,139.92000000000002,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,21,2,5.5,12.175,234.78,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,22,2,4.0,12.133333333333333,144.4,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,22,2,2.0,11.133333333333333,42.21,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,22,2,3.0,12.133333333333333,208.75,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,22,2,2.0,10.133333333333333,126.99,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,22,2,4.0,13.133333333333333,141.26,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,22,2,4.0,11.133333333333333,234.78,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,23,2,3.0,11.85,143.8,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,23,2,3.0,10.85,51.99,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,23,2,4.0,10.85,207.92,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,23,2,2.0,9.866666666666667,124.51,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,23,2,6.0,11.866666666666667,140.67,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,23,2,5.0,10.85,234.78,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,7,3,5.0,11.716666666666669,137.08,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,7,3,4.0,11.716666666666669,39.33,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,7,3,6.0,12.716666666666669,185.93,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,7,3,1.0,10.716666666666669,95.06,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,7,3,7.0,13.716666666666669,130.08,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,7,3,3.0,10.716666666666669,239.14,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,9,3,6.0,14.716666666666669,159.05,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,9,3,6.0,13.716666666666669,49.54,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,9,3,7.0,15.716666666666669,215.89,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,9,3,1.0,12.716666666666669,101.43,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,9,3,6.0,14.716666666666669,147.68,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,9,3,5.0,15.716666666666669,313.42,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,10,3,3.0,14.733333333333333,186.29,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,10,3,4.0,12.733333333333333,39.6,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,10,3,5.0,13.733333333333333,254.76,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,10,3,1.0,12.733333333333333,99.5,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,10,3,5.0,14.733333333333333,176.19,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,10,3,5.0,13.733333333333333,312.34,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,11,3,2.0,14.908333333333331,188.26,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,11,3,2.0,13.908333333333331,39.965,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,11,3,3.5,14.408333333333331,257.455,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,11,3,1.0,12.908333333333331,70.495,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,11,3,2.0,15.908333333333337,178.07,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,11,3,5.0,14.908333333333331,315.645,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,12,3,2.0,16.2,152.27,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,12,3,3.0,15.2,40.02,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,12,3,2.0,16.2,210.74,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,12,3,1.0,14.2,69.52,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,12,3,2.0,15.2,145.81,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,12,3,4.0,15.2,253.79,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,13,3,3.0,15.966666666666669,150.52,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,13,3,4.0,13.966666666666669,39.64,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,13,3,3.0,14.966666666666669,208.36,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,13,3,1.0,13.966666666666669,67.56,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,13,3,3.0,14.966666666666669,144.13,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,13,3,5.0,14.966666666666669,250.94,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Go Sedan,4.0,14,3,6.0,14.8,148.79,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Moto,1.0,14,3,4.0,13.8,39.26,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Premier,4.0,14,3,5.0,14.8,205.94,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Auto,3.0,14,3,1.0,12.8,89.21,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,Uber Go,4.0,14,3,6.0,15.8,142.46,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
Chennai Citi Centre,Sai Baba Temple Mylapore,UberXL,6.0,14,3,4.0,13.8,248.06,2447.1,13.04302465,80.27387045386067,13.03269805,80.26473410980003
