route_from,route_to,ride_type,ride_max_persons,hour,day_of_week,ride_waiting_time,ride_time_minutes,ride_price,distance_meters,lat_route_from,lon_route_from,lat_route_to,lon_route_to
Chennai Citi Centre,Chennai Lighthouse,Go Sedan,4.0,17,1,6.0,7.983333333333333,147.06,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Moto,1.0,17,1,5.333333333333333,7.983333333333333,35.416666666666664,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Premier,4.0,17,1,6.0,8.316666666666666,199.1833333333333,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Auto,3.0,17,1,1.3333333333333333,7.65,70.0,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Go,4.0,17,1,6.0,8.65,143.01,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,UberXL,6.0,17,1,6.0,8.316666666666666,267.71,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Go Sedan,4.0,18,1,7.5,8.5,147.06,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Moto,1.0,18,1,5.0,8.508333333333333,32.0,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Premier,4.0,18,1,7.0,8.5,215.56,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Auto,3.0,18,1,1.0,8.508333333333333,70.0,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Go,4.0,18,1,8.5,9.5,143.32,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,UberXL,6.0,18,1,5.5,8.0,267.71,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Go Sedan,4.0,19,1,8.0,7.666666666666667,135.94,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Moto,1.0,19,1,4.0,9.683333333333334,34.5,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Premier,4.0,19,1,6.0,8.683333333333334,183.1,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Auto,3.0,19,1,1.0,8.683333333333334,70.0,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Go,4.0,19,1,8.0,9.683333333333334,131.61,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,UberXL,6.0,19,1,6.0,8.666666666666666,267.71,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Go Sedan,4.0,20,1,6.0,8.666666666666666,138.49,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Moto,1.0,20,1,3.0,8.666666666666666,32.0,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Premier,4.0,20,1,7.0,8.666666666666666,195.04,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Auto,3.0,20,1,2.0,7.666666666666667,66.73,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Go,4.0,20,1,6.0,8.666666666666666,130.84,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,UberXL,6.0,20,1,9.0,8.666666666666666,239.25,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Go Sedan,4.0,21,1,5.0,8.744444444444445,136.58,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Moto,1.0,21,1,3.333333333333333,7.411111111111111,32.0,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Premier,4.0,21,1,4.666666666666667,8.411111111111111,192.22,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Auto,3.0,21,1,1.6666666666666667,7.416666666666667,66.38,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Go,4.0,21,1,6.666666666666667,8.416666666666666,130.84,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,UberXL,6.0,21,1,7.0,7.7444444444444445,234.78,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Go Sedan,4.0,22,1,6.0,7.666666666666667,136.58,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Moto,1.0,22,1,4.0,7.683333333333334,32.0,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Premier,4.0,22,1,5.0,7.683333333333334,192.22,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Auto,3.0,22,1,1.0,7.683333333333334,95.28,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Go,4.0,22,1,4.0,8.683333333333334,130.84,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,UberXL,6.0,22,1,6.0,6.666666666666667,335.08,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Go Sedan,4.0,23,1,5.0,7.616666666666666,136.58,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Moto,1.0,23,1,3.0,7.633333333333334,36.2,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Premier,4.0,23,1,5.0,7.633333333333334,192.22,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Auto,3.0,23,1,2.0,6.633333333333334,93.11,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Go,4.0,23,1,4.0,7.633333333333334,130.84,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,UberXL,6.0,23,1,5.0,6.616666666666666,234.78,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Go Sedan,4.0,7,2,6.0,7.7,135.95,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Moto,1.0,7,2,4.0,7.7,32.0,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Premier,4.0,7,2,8.0,7.7,186.21,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Auto,3.0,7,2,2.0,6.7,65.79,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Go,4.0,7,2,7.0,7.7,131.32,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,UberXL,6.0,7,2,7.0,7.7,236.57,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Go Sedan,4.0,8,2,5.5,8.008333333333333,144.83999999999995,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Moto,1.0,8,2,5.0,8.008333333333333,29.5,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Premier,4.0,8,2,6.0,9.008333333333333,214.265,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Auto,3.0,8,2,3.5,6.008333333333333,66.92,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Go,4.0,8,2,6.5,9.508333333333333,135.62,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,UberXL,6.0,8,2,4.0,7.508333333333333,266.54,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Go Sedan,4.0,9,2,4.0,8.683333333333334,149.5,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Moto,1.0,9,2,4.0,7.683333333333334,47.0,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Premier,4.0,9,2,6.0,7.683333333333334,204.01,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Auto,3.0,9,2,1.0,7.683333333333334,67.23,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Go,4.0,9,2,6.0,8.683333333333334,140.46,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,UberXL,6.0,9,2,4.0,8.683333333333334,266.54,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Go Sedan,4.0,10,2,3.0,7.666666666666667,133.25,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Moto,1.0,10,2,2.0,7.666666666666667,29.5,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Premier,4.0,10,2,4.0,7.666666666666667,197.77,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Auto,3.0,10,2,1.0,7.666666666666667,67.79,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Go,4.0,10,2,5.0,8.666666666666666,123.5,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,UberXL,6.0,10,2,5.0,8.666666666666666,266.54,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Go Sedan,4.0,11,2,3.0,8.683333333333334,157.18,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Moto,1.0,11,2,3.0,7.683333333333334,32.0,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Premier,4.0,11,2,3.0,8.683333333333334,214.95,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Auto,3.0,11,2,1.0,7.683333333333334,50.0,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Go,4.0,11,2,2.0,8.683333333333334,148.47,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,UberXL,6.0,11,2,3.0,8.683333333333334,266.54,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Go Sedan,4.0,12,2,2.0,8.666666666666666,122.49,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Moto,1.0,12,2,2.0,8.666666666666666,34.5,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Premier,4.0,12,2,4.0,8.666666666666666,170.33,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Auto,3.0,12,2,1.0,7.666666666666667,50.0,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Go,4.0,12,2,3.0,8.666666666666666,122.83,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,UberXL,6.0,12,2,6.0,7.666666666666667,220.8,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Go Sedan,4.0,13,2,2.0,8.416666666666666,126.99,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Moto,1.0,13,2,3.0,8.416666666666666,32.0,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Premier,4.0,13,2,2.0,8.416666666666666,176.79,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Auto,3.0,13,2,1.0,7.416666666666667,50.0,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Go,4.0,13,2,1.0,8.416666666666666,122.83,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,UberXL,6.0,13,2,7.0,8.416666666666666,231.84,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Go Sedan,4.0,14,2,5.0,7.683333333333334,126.98,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Moto,1.0,14,2,4.0,8.683333333333334,34.5,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Premier,4.0,14,2,6.0,7.683333333333334,176.79,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Auto,3.0,14,2,1.0,7.7,66.96,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Go,4.0,14,2,6.0,8.683333333333334,122.83,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,UberXL,6.0,14,2,5.0,7.683333333333334,231.84,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Go Sedan,4.0,15,2,6.0,8.683333333333334,126.98,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Moto,1.0,15,2,3.0,7.7,32.0,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Premier,4.0,15,2,5.0,9.7,176.79,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Auto,3.0,15,2,1.0,7.7,66.73,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Go,4.0,15,2,9.0,7.7,122.83,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,UberXL,6.0,15,2,4.0,7.683333333333334,231.84,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Go Sedan,4.0,17,2,5.0,7.633333333333334,147.06,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Moto,1.0,17,2,7.0,8.633333333333333,44.5,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Premier,4.0,17,2,5.0,8.633333333333333,216.0,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Auto,3.0,17,2,1.0,7.633333333333334,68.71,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Go,4.0,17,2,4.0,9.633333333333333,143.62,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,UberXL,6.0,17,2,4.0,8.633333333333333,267.71,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Go Sedan,4.0,18,2,7.0,7.833333333333333,147.06,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Moto,1.0,18,2,4.0,8.833333333333334,44.5,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Premier,4.0,18,2,6.0,8.833333333333334,215.37,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Auto,3.0,18,2,1.0,7.833333333333333,68.25,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Go,4.0,18,2,8.0,7.833333333333333,143.2,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,UberXL,6.0,18,2,4.0,7.833333333333333,267.71,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Go Sedan,4.0,19,2,6.0,8.7,147.06,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Moto,1.0,19,2,4.0,8.7,34.5,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Premier,4.0,19,2,8.0,8.7,215.93,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Auto,3.0,19,2,1.0,8.7,68.65,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Go,4.0,19,2,8.0,8.7,143.57,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,UberXL,6.0,19,2,6.0,8.7,267.71,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Go Sedan,4.0,20,2,6.0,8.666666666666666,138.49,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Moto,1.0,20,2,3.0,7.666666666666667,32.0,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Premier,4.0,20,2,7.0,7.666666666666667,195.04,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Auto,3.0,20,2,2.0,7.683333333333334,67.78,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Go,4.0,20,2,9.0,8.666666666666666,130.84,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,UberXL,6.0,20,2,6.0,7.666666666666667,239.25,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Go Sedan,4.0,21,2,5.5,7.383333333333333,136.58,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Moto,1.0,21,2,2.5,7.883333333333334,32.0,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Premier,4.0,21,2,6.5,8.383333333333333,192.22,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Auto,3.0,21,2,1.5,7.383333333333333,66.17500000000001,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Go,4.0,21,2,5.5,8.383333333333333,130.84,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,UberXL,6.0,21,2,5.0,7.383333333333333,234.78,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Go Sedan,4.0,22,2,4.0,7.7,136.58,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Moto,1.0,22,2,2.0,7.7,32.0,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Premier,4.0,22,2,5.0,7.7,192.22,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Auto,3.0,22,2,1.0,7.7,96.26,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Go,4.0,22,2,4.0,8.7,130.84,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,UberXL,6.0,22,2,5.0,7.7,234.78,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Go Sedan,4.0,23,2,3.0,7.7,136.58,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Moto,1.0,23,2,3.0,7.7,36.16,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Premier,4.0,23,2,4.0,7.7,192.22,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Auto,3.0,23,2,2.0,6.7,92.66,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Go,4.0,23,2,6.0,7.7,130.84,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,UberXL,6.0,23,2,5.0,6.683333333333334,234.78,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Go Sedan,4.0,7,3,5.0,8.383333333333333,136.38,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Moto,1.0,7,3,4.0,8.4,34.5,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Premier,4.0,7,3,6.0,8.383333333333333,186.83,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Auto,3.0,7,3,1.0,8.4,66.23,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Go,4.0,7,3,7.0,10.383333333333333,131.78,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,UberXL,6.0,7,3,3.0,8.383333333333333,236.57,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Go Sedan,4.0,9,3,6.0,9.483333333333333,149.33,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Moto,1.0,9,3,6.0,8.483333333333333,44.5,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Premier,4.0,9,3,7.0,10.483333333333333,203.8,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Auto,3.0,9,3,1.0,7.483333333333333,66.42,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Go,4.0,9,3,6.0,9.483333333333333,140.32,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,UberXL,6.0,9,3,5.0,10.483333333333333,266.54,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Go Sedan,4.0,10,3,3.0,9.6,157.03,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Moto,1.0,10,3,4.0,8.6,32.0,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Premier,4.0,10,3,5.0,8.6,214.76,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Auto,3.0,10,3,1.0,7.6,67.98,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Go,4.0,10,3,5.0,9.6,148.33,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,UberXL,6.0,10,3,5.0,8.6,266.54,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Go Sedan,4.0,11,3,2.0,8.616666666666667,157.53,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Moto,1.0,11,3,2.0,8.616666666666667,32.0,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Premier,4.0,11,3,3.5,8.616666666666667,215.44,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Auto,3.0,11,3,1.0,7.616666666666667,50.0,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Go,4.0,11,3,2.0,9.616666666666667,148.8,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,UberXL,6.0,11,3,5.0,9.116666666666667,266.54,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Go Sedan,4.0,12,3,2.0,7.583333333333333,122.89,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Moto,1.0,12,3,3.0,8.583333333333334,32.0,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Premier,4.0,12,3,2.0,8.583333333333334,170.33,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Auto,3.0,12,3,1.0,7.583333333333333,50.0,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Uber Go,4.0,12,3,2.0,8.583333333333334,122.83,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,UberXL,6.0,12,3,4.0,8.583333333333334,220.8,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Go Sedan,4.0,13,3,3.0,10.6,127.02,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
Chennai Citi Centre,Chennai Lighthouse,Moto,1.0,13,3,4.0,9.6,32.0,1902.5,13.04302465,80.27387045386067,13.0397156,80.2794416
